929,181       ,VACKY (MENORQUINA)            ,VACKY (MENORQUINA)                                                                                  ,110,5,,,2.00,,,,,,,
930,176       ,TARTA COSTA BLANCA            ,TARTA COSTA BLANCA                                                                                  ,110,5,,,9.45,,,,,,,
931,175       ,TARTA NACHO                   ,TARTA NACHO                                                                                         ,110,5,,,15.75,,,,,,,
932,174       ,TARTA WHISKY MEDIANA          ,TARTA WHISKY MEDIANA                                                                                ,110,5,,,15.00,,,,,,,
933,173       ,TARTA PRIMAVERA               ,TARTA PRIMAVERA                                                                                     ,110,5,,,12.60,,,,,,,
934,172       ,TARTA WISKY INDIVIDUAL        ,TARTA WISKY INDIVIDUAL                                                                              ,110,5,,,3.25,,,,,,,
935,171       ,OLLA BELMONTE                 ,OLLA BELMONTE                                                                                       ,110,5,,,3.05,,,,,,,
936,170       ,CESTA NATA CON NUECES         ,CESTA NATA CON NUECES                                                                               ,110,5,,,2.95,,,,,,,
937,169       ,CREMA CATALANA                ,CREMA CATALANA                                                                                      ,110,5,,,2.75,,,,,,,
938,168       ,SANDWICH NATA                 ,SANDWICH NATA                                                                                       ,110,5,,,1.25,,,,,,,
939,167       ,JARRA NATA FRESA              ,JARRA NATA FRESA                                                                                    ,110,5,,,3.05,,,,,,,
940,166       ,GARRAPI¥ERA                   ,GARRAPI¥ERA                                                                                         ,110,5,,,3.05,,,,,,,
941,164       ,TARRINA NATA-FRESA LA TERCIA  ,TARRINA NATA-FRESA LA TERCIA                                                                        ,110,5,,,1.80,,,,,,,
942,163       ,TARRINA TURRON LA TERCIA      ,TARRINA TURRON LA TERCIA                                                                            ,110,5,,,1.80,,,,,,,
943,162       ,COCO HELADO                   ,COCO HELADO                                                                                         ,110,5,,,3.15,,,,,,,
944,161       ,CONO NATA FRESA               ,CONO NATA FRESA                                                                                     ,110,5,,,1.30,,,,,,,
945,160       ,CONO BATURRO                  ,CONO BATURRO                                                                                        ,110,5,,,1.60,,,,,,,
946,159       ,CONO CARIBE¥O                 ,CONO CARIBE¥O                                                                                       ,110,5,,,1.60,,,,,,,
